"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","AJB7ye","AJB7ye 2","doJOZc","W4Efsd 6","A1zNzb href","J8zHNe","ah5Ghc 4","ah5Ghc 5"
"https://www.google.com/maps/place/Tanuki+Raw+at+Cross+Street+Exchange/data=!4m7!3m6!1s0x31da19bc6ee06535:0x1f1a7f15d32bdd03!8m2!3d1.283675!4d103.847449!16s%2Fg%2F11s8kt355w!19sChIJNWXgbrwZ2jERA90r0xV_Gh8?authuser=0&hl=en&rclk=1","Tanuki Raw at Cross Street Exchange","4.1","(113)","Japanese restaurant","·","181 South Bridge Road","Closes soon","⋅ 10 pm ⋅ Opens 11:30 am Wed","https://lh3.googleusercontent.com/p/AF1QipN0Qr6wl83jAcGwJBkkj781GivpHx3etJCU2iaI=w90-h104-p-k-no","https://ssl.gstatic.com/images/icons/material/system_gm/2x/done_gm_green700_24dp.png","Dine-in","Takeaway","Delivery","","","","","","","",""
"https://www.google.com/maps/place/PRAIRIE+by+Craftsmen+%28River+Valley%29/data=!4m7!3m6!1s0x31da19e516cbece9:0x5d7a58af3a0d0e3d!8m2!3d1.293426!4d103.8261209!16s%2Fg%2F11r9nst1_4!19sChIJ6ezLFuUZ2jERPQ4NOq9Yel0?authuser=0&hl=en&rclk=1","PRAIRIE by Craftsmen (River Valley)","4.4","(410)","Cafe","·","486 River Valley Rd","","Closed","https://lh3.googleusercontent.com/p/AF1QipPWNtLgraW__sAOjrGdoRWYFIem2-H5Hdm-ePQW=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Pet-Friendly","outdoor seating.""","·","$20–30","","⋅ Opens 7:30 am Wed","","","",""
"https://www.google.com/maps/place/Toby%27s+Estate+Coffee+Roasters+Singapore/data=!4m7!3m6!1s0x31da199d92d6ef4d:0xdfcb4b80dde64edb!8m2!3d1.2899494!4d103.8373996!16s%2Fg%2F1tmqcr32!19sChIJTe_Wkp0Z2jER207m3YBLy98?authuser=0&hl=en&rclk=1","Toby's Estate Coffee Roasters Singapore","4.1","(1,446)","Cafe","·","8 Rodyk St","Hip coffee shop in a former warehouse","Closed","https://lh3.googleusercontent.com/p/AF1QipOWAV0mYtrDv09ofkaJv0JcKg0dLMYbmzJkivrS=w137-h92-k-no","","Dine-in","Takeaway","No-contact delivery","·","$20–30","","⋅ Opens 7 am Wed","","","",""
"https://www.google.com/maps/place/PRAIRIE+by+Craftsmen+%28Cluny+Court%29/data=!4m7!3m6!1s0x31da1b99ae52237f:0x37bd1f9f039d30b8!8m2!3d1.3223608!4d103.8141517!16s%2Fg%2F11n0p87lrn!19sChIJfyNSrpkb2jERuDCdA58fvTc?authuser=0&hl=en&rclk=1","PRAIRIE by Craftsmen (Cluny Court)","4.2","(1,294)","Cafe","·","·","501 Bukit Timah Rd, #01-05C Cluny Court","Closed","https://lh3.googleusercontent.com/p/AF1QipOz35smFuuuZMIrZ7SaCVdp_dPvJrct_RXmKiLy=w80-h100-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The outdoor seating is cosy and this place is also","pet friendly",".""","·","$20–40","","⋅ Opens 8 am Wed","","","",""
"https://www.google.com/maps/place/Chye+Seng+Huat+Hardware/data=!4m7!3m6!1s0x31da19c93bc65b0d:0xbbf7699d9d6938a1!8m2!3d1.3116043!4d103.8603144!16s%2Fg%2F1hhgt04f0!19sChIJDVvGO8kZ2jERoThpnZ1p97s?authuser=0&hl=en&rclk=1","Chye Seng Huat Hardware","4.3","(2,683)","Cafe","·","·","150 Tyrwhitt Rd","Closes soon","https://lh3.googleusercontent.com/p/AF1QipOoo6XLD4KcW-91IU4qoPrs7SEvXOU3cK7qXIWD=w137-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Great","pet-friendly","coffee (and beer) place to relax and have a snack.""","·","$10–30","","⋅ 10 pm ⋅ Opens 8:30 am Wed","","","",""
"https://www.google.com/maps/place/The+Caffeine+Experience+%7C+TSV/data=!4m7!3m6!1s0x31da196422a44e71:0x696d940079cd8dff!8m2!3d1.3066153!4d103.7882221!16s%2Fg%2F11hzqgdgz3!19sChIJcU6kImQZ2jER_43NeQCUbWk?authuser=0&hl=en&rclk=1","The Caffeine Experience | TSV","4.5","(47)","Cafe","·","1 Vista Exchange Green, #01-21 The StarVista","","Closed","https://lh3.googleusercontent.com/p/AF1QipPRShUxwd1zQsMRuXLaJfpFVPLF_B9PDozNAsp1=w80-h106-k-no","","Dine-in","Takeaway","No delivery","·","$10–20","","⋅ Opens 10 am Wed","https://www.google.com/maps/reserve/v/dine/c/i5L5URV3hkY?source=pa&opi=79508299&hl=en-MY&gei=Ow8aaOjIGLCc4-EPrNf3gAo&sourceurl=https://www.google.com/search?tbm%3Dmap%26authuser%3D0%26hl%3Den%26gl%3Dmy%26pb%3D!4m12!1m3!1d64824.982750165604!2d101.75555871527452!3d3.062071495034847!2m3!1f0!2f0!3f0!3m2!1i1707!2i781!4f13.1!7i20!8i40!10b1!12m25!1m5!18b1!30b1!31m1!1b1!34e1!2m3!5m1!6e2!20e3!4b0!10b1!12b1!13b1!16b1!17m1!3e1!20m4!5e2!6b1!8b1!14b1!46m1!1b0!96b1!19m4!2m3!1i360!2i120!4i8!20m48!2m2!1i203!2i100!3m2!2i4!5b1!6m6!1m2!1i86!2i86!1m2!1i408!2i240!7m33!1m3!1e1!2b0!3e3!1m3!1e2!2b1!3e2!1m3!1e2!2b0!3e3!1m3!1e8!2b0!3e3!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e10!2b0!3e4!1m3!1e9!2b1!3e2!2b1!9b0!22m5!1s5w4aaLDeItqc4-EPnKTomQk:325!2s1i:0,t:246204,p:5w4aaLDeItqc4-EPnKTomQk:325!7e81!12e22!17s5w4aaLDeItqc4-EPnKTomQk:326!24m107!1m32!13m9!2b1!3b1!4b1!6i1!8b1!9b1!14b1!20b1!25b1!18m21!3b1!4b1!5b1!6b1!9b1!12b1!13b1!14b1!17b1!20b1!21b1!22b1!25b1!27m1!1b0!28b0!32b1!33m1!1b1!34b0!36e1!10m1!8e3!11m1!3e1!14m1!3b0!17b1!20m2!1e3!1e6!24b1!25b1!26b1!29b1!30m1!2b1!36b1!39m3!2m2!2i1!3i1!43b1!52b1!54m1!1b1!55b1!56m1!1b1!65m5!3m4!1m3!1m2!1i224!2i298!72m22!1m8!2b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!4b1!8m10!1m6!4m1!1e1!4m1!1e3!4m1!1e4!3sother_user_google_review_posts__and__hotel_and_vr_partner_review_posts!6m1!1e1!9b1!89b1!98m3!1b1!2b1!3b1!103b1!113b1!114m3!1b1!2m1!1b1!117b1!122m1!1b1!125b0!126b1!127b1!26m4!2m3!1i80!2i92!4i8!30m28!1m6!1m2!1i0!2i0!2m2!1i530!2i781!1m6!1m2!1i1657!2i0!2m2!1i1707!2i781!1m6!1m2!1i0!2i0!2m2!1i1707!2i20!1m6!1m2!1i0!2i761!2m2!1i1707!2i781!34m19!2b1!3b1!4b1!6b1!8m6!1b1!3b1!4b1!5b1!6b1!7b1!9b1!12b1!14b1!20b1!23b1!25b1!26b1!31b1!37m1!1e81!42b1!46m1!1e9!47m0!49m10!3b1!6m2!1b1!2b1!7m2!1e3!2b1!8b1!9b1!10e2!50m26!1m21!2m7!1u3!4sOpen%2Bnow!5e1!9s0ahUKEwjqx7aQ-o6NAxV9zjgGHdWTF2IQ_KkBCAcoAg!10m2!3m1!1e1!2m7!1u2!4sTop%2Brated!5e1!9s0ahUKEwjqx7aQ-o6NAxV9zjgGHdWTF2IQ_KkBCAgoAw!10m2!2m1!1e1!3m1!1u3!3m1!1u2!4BIAE!2e2!3m2!1b1!3b1!59BQ2dBd0Fn!67m3!7b1!10b1!14b1!69i732%26q%3Ddog%2Bfriendly%2Bcafe%2Bsingapore%26ech%3D4%26psi%3D5w4aaLDeItqc4-EPnKTomQk.1746538216970.1","Reserve a table","",""
"https://www.google.com/maps/place/Well+Collective/data=!4m7!3m6!1s0x31da15632623a425:0x5e59ac6e320a6acd!8m2!3d1.4178051!4d103.9010743!16s%2Fg%2F11t62dky7c!19sChIJJaQjJmMV2jERzWoKMm6sWV4?authuser=0&hl=en&rclk=1","Well Collective","3.9","(365)","Restaurant","·","·","Blk 418 Northshore Drive 02-11/12, 418 Northshore Dr, #2 Northshore Plaza","Closes soon","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqA4L945mvXP1AIGZDuGHwSGvATpJkkIMk5WNV9AzVe_qfwUgrUoi-gDp0sX0MRtygaV8ONW2_CTejCeX1_WEEBAhxjZO-C9EgMHaxWrSvpcsnj487gBTbVoSq-ijMEr0NKsJc0=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Spacious, clean, well sheltered and comfy outdoor","pet friendly","dining space.""","·","$20–30","","⋅ 10 pm ⋅ Opens 12 pm Wed","https://www.google.com/maps/reserve/v/dine/c/M0cMDUptMQM?source=pa&opi=79508299&hl=en-MY&gei=Ow8aaOjIGLCc4-EPrNf3gAo&sourceurl=https://www.google.com/search?tbm%3Dmap%26authuser%3D0%26hl%3Den%26gl%3Dmy%26pb%3D!4m12!1m3!1d64824.982750165604!2d101.75555871527452!3d3.062071495034847!2m3!1f0!2f0!3f0!3m2!1i1707!2i781!4f13.1!7i20!8i40!10b1!12m25!1m5!18b1!30b1!31m1!1b1!34e1!2m3!5m1!6e2!20e3!4b0!10b1!12b1!13b1!16b1!17m1!3e1!20m4!5e2!6b1!8b1!14b1!46m1!1b0!96b1!19m4!2m3!1i360!2i120!4i8!20m48!2m2!1i203!2i100!3m2!2i4!5b1!6m6!1m2!1i86!2i86!1m2!1i408!2i240!7m33!1m3!1e1!2b0!3e3!1m3!1e2!2b1!3e2!1m3!1e2!2b0!3e3!1m3!1e8!2b0!3e3!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e10!2b0!3e4!1m3!1e9!2b1!3e2!2b1!9b0!22m5!1s5w4aaLDeItqc4-EPnKTomQk:325!2s1i:0,t:246204,p:5w4aaLDeItqc4-EPnKTomQk:325!7e81!12e22!17s5w4aaLDeItqc4-EPnKTomQk:326!24m107!1m32!13m9!2b1!3b1!4b1!6i1!8b1!9b1!14b1!20b1!25b1!18m21!3b1!4b1!5b1!6b1!9b1!12b1!13b1!14b1!17b1!20b1!21b1!22b1!25b1!27m1!1b0!28b0!32b1!33m1!1b1!34b0!36e1!10m1!8e3!11m1!3e1!14m1!3b0!17b1!20m2!1e3!1e6!24b1!25b1!26b1!29b1!30m1!2b1!36b1!39m3!2m2!2i1!3i1!43b1!52b1!54m1!1b1!55b1!56m1!1b1!65m5!3m4!1m3!1m2!1i224!2i298!72m22!1m8!2b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!4b1!8m10!1m6!4m1!1e1!4m1!1e3!4m1!1e4!3sother_user_google_review_posts__and__hotel_and_vr_partner_review_posts!6m1!1e1!9b1!89b1!98m3!1b1!2b1!3b1!103b1!113b1!114m3!1b1!2m1!1b1!117b1!122m1!1b1!125b0!126b1!127b1!26m4!2m3!1i80!2i92!4i8!30m28!1m6!1m2!1i0!2i0!2m2!1i530!2i781!1m6!1m2!1i1657!2i0!2m2!1i1707!2i781!1m6!1m2!1i0!2i0!2m2!1i1707!2i20!1m6!1m2!1i0!2i761!2m2!1i1707!2i781!34m19!2b1!3b1!4b1!6b1!8m6!1b1!3b1!4b1!5b1!6b1!7b1!9b1!12b1!14b1!20b1!23b1!25b1!26b1!31b1!37m1!1e81!42b1!46m1!1e9!47m0!49m10!3b1!6m2!1b1!2b1!7m2!1e3!2b1!8b1!9b1!10e2!50m26!1m21!2m7!1u3!4sOpen%2Bnow!5e1!9s0ahUKEwjqx7aQ-o6NAxV9zjgGHdWTF2IQ_KkBCAcoAg!10m2!3m1!1e1!2m7!1u2!4sTop%2Brated!5e1!9s0ahUKEwjqx7aQ-o6NAxV9zjgGHdWTF2IQ_KkBCAgoAw!10m2!2m1!1e1!3m1!1u3!3m1!1u2!4BIAE!2e2!3m2!1b1!3b1!59BQ2dBd0Fn!67m3!7b1!10b1!14b1!69i732%26q%3Ddog%2Bfriendly%2Bcafe%2Bsingapore%26ech%3D4%26psi%3D5w4aaLDeItqc4-EPnKTomQk.1746538216970.1","Reserve a table","",""
"https://www.google.com/maps/place/PRAIRIE+by+Craftsmen+%28River+Valley%29/data=!4m7!3m6!1s0x31da19e516cbece9:0x5d7a58af3a0d0e3d!8m2!3d1.293426!4d103.8261209!16s%2Fg%2F11r9nst1_4!19sChIJ6ezLFuUZ2jERPQ4NOq9Yel0?authuser=0&hl=en&rclk=1","PRAIRIE by Craftsmen (River Valley)","4.4","(410)","Cafe","·","486 River Valley Rd","","Closed","https://lh3.googleusercontent.com/p/AF1QipPWNtLgraW__sAOjrGdoRWYFIem2-H5Hdm-ePQW=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Pet-Friendly","outdoor seating.""","·","$20–30","","⋅ Opens 7:30 am Wed","","","",""
"https://www.google.com/maps/place/Toby%27s+Estate+Coffee+Roasters+Singapore/data=!4m7!3m6!1s0x31da199d92d6ef4d:0xdfcb4b80dde64edb!8m2!3d1.2899494!4d103.8373996!16s%2Fg%2F1tmqcr32!19sChIJTe_Wkp0Z2jER207m3YBLy98?authuser=0&hl=en&rclk=1","Toby's Estate Coffee Roasters Singapore","4.1","(1,446)","Cafe","·","8 Rodyk St","Hip coffee shop in a former warehouse","Closed","https://lh3.googleusercontent.com/p/AF1QipOWAV0mYtrDv09ofkaJv0JcKg0dLMYbmzJkivrS=w137-h92-k-no","","Dine-in","Takeaway","No-contact delivery","·","$20–30","","⋅ Opens 7 am Wed","","","",""
"https://www.google.com/maps/place/PRAIRIE+by+Craftsmen+%28Cluny+Court%29/data=!4m7!3m6!1s0x31da1b99ae52237f:0x37bd1f9f039d30b8!8m2!3d1.3223608!4d103.8141517!16s%2Fg%2F11n0p87lrn!19sChIJfyNSrpkb2jERuDCdA58fvTc?authuser=0&hl=en&rclk=1","PRAIRIE by Craftsmen (Cluny Court)","4.2","(1,294)","Cafe","·","·","501 Bukit Timah Rd, #01-05C Cluny Court","Closed","https://lh3.googleusercontent.com/p/AF1QipOz35smFuuuZMIrZ7SaCVdp_dPvJrct_RXmKiLy=w80-h100-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The outdoor seating is cosy and this place is also","pet friendly",".""","·","$20–40","","⋅ Opens 8 am Wed","","","",""
"https://www.google.com/maps/place/Chye+Seng+Huat+Hardware/data=!4m7!3m6!1s0x31da19c93bc65b0d:0xbbf7699d9d6938a1!8m2!3d1.3116043!4d103.8603144!16s%2Fg%2F1hhgt04f0!19sChIJDVvGO8kZ2jERoThpnZ1p97s?authuser=0&hl=en&rclk=1","Chye Seng Huat Hardware","4.3","(2,683)","Cafe","·","·","150 Tyrwhitt Rd","Closes soon","https://lh3.googleusercontent.com/p/AF1QipOoo6XLD4KcW-91IU4qoPrs7SEvXOU3cK7qXIWD=w137-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Great","pet-friendly","coffee (and beer) place to relax and have a snack.""","·","$10–30","","⋅ 10 pm ⋅ Opens 8:30 am Wed","","","",""
"https://www.google.com/maps/place/The+Caffeine+Experience+%7C+TSV/data=!4m7!3m6!1s0x31da196422a44e71:0x696d940079cd8dff!8m2!3d1.3066153!4d103.7882221!16s%2Fg%2F11hzqgdgz3!19sChIJcU6kImQZ2jER_43NeQCUbWk?authuser=0&hl=en&rclk=1","The Caffeine Experience | TSV","4.5","(47)","Cafe","·","1 Vista Exchange Green, #01-21 The StarVista","","Closed","https://lh3.googleusercontent.com/p/AF1QipPRShUxwd1zQsMRuXLaJfpFVPLF_B9PDozNAsp1=w80-h106-k-no","","Dine-in","Takeaway","No delivery","·","$10–20","","⋅ Opens 10 am Wed","https://www.google.com/maps/reserve/v/dine/c/i5L5URV3hkY?source=pa&opi=79508299&hl=en-MY&gei=Ow8aaOjIGLCc4-EPrNf3gAo&sourceurl=https://www.google.com/search?tbm%3Dmap%26authuser%3D0%26hl%3Den%26gl%3Dmy%26pb%3D!4m12!1m3!1d64824.982750165604!2d101.75555871527452!3d3.062071495034847!2m3!1f0!2f0!3f0!3m2!1i1707!2i781!4f13.1!7i20!8i40!10b1!12m25!1m5!18b1!30b1!31m1!1b1!34e1!2m3!5m1!6e2!20e3!4b0!10b1!12b1!13b1!16b1!17m1!3e1!20m4!5e2!6b1!8b1!14b1!46m1!1b0!96b1!19m4!2m3!1i360!2i120!4i8!20m48!2m2!1i203!2i100!3m2!2i4!5b1!6m6!1m2!1i86!2i86!1m2!1i408!2i240!7m33!1m3!1e1!2b0!3e3!1m3!1e2!2b1!3e2!1m3!1e2!2b0!3e3!1m3!1e8!2b0!3e3!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e10!2b0!3e4!1m3!1e9!2b1!3e2!2b1!9b0!22m5!1s5w4aaLDeItqc4-EPnKTomQk:325!2s1i:0,t:246204,p:5w4aaLDeItqc4-EPnKTomQk:325!7e81!12e22!17s5w4aaLDeItqc4-EPnKTomQk:326!24m107!1m32!13m9!2b1!3b1!4b1!6i1!8b1!9b1!14b1!20b1!25b1!18m21!3b1!4b1!5b1!6b1!9b1!12b1!13b1!14b1!17b1!20b1!21b1!22b1!25b1!27m1!1b0!28b0!32b1!33m1!1b1!34b0!36e1!10m1!8e3!11m1!3e1!14m1!3b0!17b1!20m2!1e3!1e6!24b1!25b1!26b1!29b1!30m1!2b1!36b1!39m3!2m2!2i1!3i1!43b1!52b1!54m1!1b1!55b1!56m1!1b1!65m5!3m4!1m3!1m2!1i224!2i298!72m22!1m8!2b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!4b1!8m10!1m6!4m1!1e1!4m1!1e3!4m1!1e4!3sother_user_google_review_posts__and__hotel_and_vr_partner_review_posts!6m1!1e1!9b1!89b1!98m3!1b1!2b1!3b1!103b1!113b1!114m3!1b1!2m1!1b1!117b1!122m1!1b1!125b0!126b1!127b1!26m4!2m3!1i80!2i92!4i8!30m28!1m6!1m2!1i0!2i0!2m2!1i530!2i781!1m6!1m2!1i1657!2i0!2m2!1i1707!2i781!1m6!1m2!1i0!2i0!2m2!1i1707!2i20!1m6!1m2!1i0!2i761!2m2!1i1707!2i781!34m19!2b1!3b1!4b1!6b1!8m6!1b1!3b1!4b1!5b1!6b1!7b1!9b1!12b1!14b1!20b1!23b1!25b1!26b1!31b1!37m1!1e81!42b1!46m1!1e9!47m0!49m10!3b1!6m2!1b1!2b1!7m2!1e3!2b1!8b1!9b1!10e2!50m26!1m21!2m7!1u3!4sOpen%2Bnow!5e1!9s0ahUKEwjqx7aQ-o6NAxV9zjgGHdWTF2IQ_KkBCAcoAg!10m2!3m1!1e1!2m7!1u2!4sTop%2Brated!5e1!9s0ahUKEwjqx7aQ-o6NAxV9zjgGHdWTF2IQ_KkBCAgoAw!10m2!2m1!1e1!3m1!1u3!3m1!1u2!4BIAE!2e2!3m2!1b1!3b1!59BQ2dBd0Fn!67m3!7b1!10b1!14b1!69i732%26q%3Ddog%2Bfriendly%2Bcafe%2Bsingapore%26ech%3D4%26psi%3D5w4aaLDeItqc4-EPnKTomQk.1746538216970.1","Reserve a table","",""
"https://www.google.com/maps/place/Well+Collective/data=!4m7!3m6!1s0x31da15632623a425:0x5e59ac6e320a6acd!8m2!3d1.4178051!4d103.9010743!16s%2Fg%2F11t62dky7c!19sChIJJaQjJmMV2jERzWoKMm6sWV4?authuser=0&hl=en&rclk=1","Well Collective","3.9","(365)","Restaurant","·","·","Blk 418 Northshore Drive 02-11/12, 418 Northshore Dr, #2 Northshore Plaza","Closes soon","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqA4L945mvXP1AIGZDuGHwSGvATpJkkIMk5WNV9AzVe_qfwUgrUoi-gDp0sX0MRtygaV8ONW2_CTejCeX1_WEEBAhxjZO-C9EgMHaxWrSvpcsnj487gBTbVoSq-ijMEr0NKsJc0=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Spacious, clean, well sheltered and comfy outdoor","pet friendly","dining space.""","·","$20–30","","⋅ 10 pm ⋅ Opens 12 pm Wed","https://www.google.com/maps/reserve/v/dine/c/M0cMDUptMQM?source=pa&opi=79508299&hl=en-MY&gei=Ow8aaOjIGLCc4-EPrNf3gAo&sourceurl=https://www.google.com/search?tbm%3Dmap%26authuser%3D0%26hl%3Den%26gl%3Dmy%26pb%3D!4m12!1m3!1d64824.982750165604!2d101.75555871527452!3d3.062071495034847!2m3!1f0!2f0!3f0!3m2!1i1707!2i781!4f13.1!7i20!8i40!10b1!12m25!1m5!18b1!30b1!31m1!1b1!34e1!2m3!5m1!6e2!20e3!4b0!10b1!12b1!13b1!16b1!17m1!3e1!20m4!5e2!6b1!8b1!14b1!46m1!1b0!96b1!19m4!2m3!1i360!2i120!4i8!20m48!2m2!1i203!2i100!3m2!2i4!5b1!6m6!1m2!1i86!2i86!1m2!1i408!2i240!7m33!1m3!1e1!2b0!3e3!1m3!1e2!2b1!3e2!1m3!1e2!2b0!3e3!1m3!1e8!2b0!3e3!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e10!2b0!3e4!1m3!1e9!2b1!3e2!2b1!9b0!22m5!1s5w4aaLDeItqc4-EPnKTomQk:325!2s1i:0,t:246204,p:5w4aaLDeItqc4-EPnKTomQk:325!7e81!12e22!17s5w4aaLDeItqc4-EPnKTomQk:326!24m107!1m32!13m9!2b1!3b1!4b1!6i1!8b1!9b1!14b1!20b1!25b1!18m21!3b1!4b1!5b1!6b1!9b1!12b1!13b1!14b1!17b1!20b1!21b1!22b1!25b1!27m1!1b0!28b0!32b1!33m1!1b1!34b0!36e1!10m1!8e3!11m1!3e1!14m1!3b0!17b1!20m2!1e3!1e6!24b1!25b1!26b1!29b1!30m1!2b1!36b1!39m3!2m2!2i1!3i1!43b1!52b1!54m1!1b1!55b1!56m1!1b1!65m5!3m4!1m3!1m2!1i224!2i298!72m22!1m8!2b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!4b1!8m10!1m6!4m1!1e1!4m1!1e3!4m1!1e4!3sother_user_google_review_posts__and__hotel_and_vr_partner_review_posts!6m1!1e1!9b1!89b1!98m3!1b1!2b1!3b1!103b1!113b1!114m3!1b1!2m1!1b1!117b1!122m1!1b1!125b0!126b1!127b1!26m4!2m3!1i80!2i92!4i8!30m28!1m6!1m2!1i0!2i0!2m2!1i530!2i781!1m6!1m2!1i1657!2i0!2m2!1i1707!2i781!1m6!1m2!1i0!2i0!2m2!1i1707!2i20!1m6!1m2!1i0!2i761!2m2!1i1707!2i781!34m19!2b1!3b1!4b1!6b1!8m6!1b1!3b1!4b1!5b1!6b1!7b1!9b1!12b1!14b1!20b1!23b1!25b1!26b1!31b1!37m1!1e81!42b1!46m1!1e9!47m0!49m10!3b1!6m2!1b1!2b1!7m2!1e3!2b1!8b1!9b1!10e2!50m26!1m21!2m7!1u3!4sOpen%2Bnow!5e1!9s0ahUKEwjqx7aQ-o6NAxV9zjgGHdWTF2IQ_KkBCAcoAg!10m2!3m1!1e1!2m7!1u2!4sTop%2Brated!5e1!9s0ahUKEwjqx7aQ-o6NAxV9zjgGHdWTF2IQ_KkBCAgoAw!10m2!2m1!1e1!3m1!1u3!3m1!1u2!4BIAE!2e2!3m2!1b1!3b1!59BQ2dBd0Fn!67m3!7b1!10b1!14b1!69i732%26q%3Ddog%2Bfriendly%2Bcafe%2Bsingapore%26ech%3D4%26psi%3D5w4aaLDeItqc4-EPnKTomQk.1746538216970.1","Reserve a table","",""
"https://www.google.com/maps/place/Folk+Yard/data=!4m7!3m6!1s0x31da17b47c87fd01:0x75e1a8ade751d80a!8m2!3d1.3314735!4d103.8686564!16s%2Fg%2F11tfkjvctn!19sChIJAf2HfLQX2jERCthR562o4XU?authuser=0&hl=en&rclk=1","Folk Yard","4.4","(429)","Cafe","·","·","51 Upper Serangoon Rd, #01-59 Poiz Centre","Closed","https://lh3.googleusercontent.com/gps-cs-s/AC9h4npSj8YKiIMm7zINfoyCheX7MgqlPhAlmkspyrsW8dBi09YxhugJ_Bo1ePo6VHa8SceteoX9rRyuXV15IFGOawb9wy-4bs-sU-p0VlNHifZK_MVGgLo6pPLjgaNs609Lc-soO0U=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Nice cafe",",","·","$20–30","","⋅ Opens 9 am Wed","","","dog friendly",", lovely banana bread and coffee"""
"https://www.google.com/maps/place/Apollo+Coffee+Bar/data=!4m7!3m6!1s0x31da176eab13f9c5:0x410dcbed41e159b5!8m2!3d1.3635596!4d103.8654757!16s%2Fg%2F11j0sf26fv!19sChIJxfkTq24X2jERtVnhQe3LDUE?authuser=0&hl=en&rclk=1","Apollo Coffee Bar","4.1","(955)","Cafe","·","65 Serangoon Garden Way","Mellow cafe for brunch & global eats","Closes soon","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr5eIgJw2y9R2HWY2Yqc-H8OplscC6RMdDTnmsweQcfrgTVMfkNZ7XcbJMXkRXw7NWKz3C19K2XzzPTd_by-kgGMQK5keBXtB8smF4epovEuuoQTG4y1Iawt4zf8NhgZR02Gp84=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Hard to find","pet friendly cafes","with","·","$20–30","","⋅ 10 pm ⋅ Opens 9 am Wed","","","nice","& good food."""
"https://www.google.com/maps/place/The+Social+Space+-+Nano+Roastery/data=!4m7!3m6!1s0x31da17b3f1806fc3:0xbd52baf1c9774f1f!8m2!3d1.3355108!4d103.8635061!16s%2Fg%2F11y2nq3l5t!19sChIJw2-A8bMX2jERH093yfG6Ur0?authuser=0&hl=en&rclk=1","The Social Space - Nano Roastery","4.7","(39)","Cafe","·","120 Potong Pasir Ave 1, #01-810","","Closed","https://lh3.googleusercontent.com/gps-cs-s/AC9h4npBVLQSbLEtZCkwNO8D7SkvRn2fxTY0kYFj_fZ6bz3iQRuCeKB97d4DUrDFHZ2F0zflMJdcsfoUOZLMqBFHAtgR0ncYqEHyvetRds84LJ4139TvJ3X4sKAcFsS0hezyiJ7gIU-g=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Appreciate the","pet-friendly","environment.""","·","$10–20","","⋅ Opens 9 am Thu","","","",""
"https://www.google.com/maps/place/Cuppafield/data=!4m7!3m6!1s0x31da117a2715ba7f:0x79fb1d04c9ece762!8m2!3d1.3501479!4d103.739254!16s%2Fg%2F11gmddlb54!19sChIJf7oVJ3oR2jERYufsyQQd-3k?authuser=0&hl=en&rclk=1","Cuppafield","4.1","(387)","Cafe","·","·","446 Bukit Batok West Ave. 8, #01-01","Closed","https://lh3.googleusercontent.com/gps-cs-s/AC9h4npzceTSCRdJC8aqoEfe6k3-bgxxSRXkWB7tlvRnNs2vUIi80A_tT922dEajX-9xeDA-sJD6e09ThIBjQ51ACSxx6uL3DWZQLECjB9Oq3OuN2tezoxsvRc-pQz6aDqA0YXRlbfmY=w197-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Dog friendly",", Western food, come here as it is near my house.""","·","$10–20","","⋅ Opens 11:30 am Wed","","","",""
